OBJECTID,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
36875,GO-20249046416,THEFT UNDER - BICYCLE,2024-09-01 05:00:00,2024,September,Sunday,1,245,9,9/1/2024 5:00:00 AM,2024,September,Sunday,1,245,9,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,FOREVER JOURNEY,TO,7.0,DBL,1200.0,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3440734792204,43.6614909126675,-8832541.85714636,5413205.69236385
36876,GO-20249046491,THEFT UNDER,2024-09-01 05:00:00,2024,September,Sunday,1,245,15,9/1/2024 5:00:00 AM,2024,September,Sunday,1,245,19,D51,"Apartment (Rooming House, Condo)",Apartment,UK,MAX PRO,EL,35.0,BLK,1399.98999023438,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3809414494974,43.6657156048193,-8836645.98079334,5413855.79844768
36879,GO-20249046524,THEFT UNDER - BICYCLE,2024-09-02 05:00:00,2024,September,Monday,2,246,13,9/2/2024 5:00:00 AM,2024,September,Monday,2,246,13,D51,"Apartment (Rooming House, Condo)",Apartment,OT,7 PEAKS FRONTIE,OT,,BLU,800.0,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3630059578158,43.6548000939038,-8834649.41106809,5412176.18612985
36880,GO-20241923259,THEFT UNDER - BICYCLE,2024-09-01 05:00:00,2024,September,Sunday,1,245,21,9/2/2024 5:00:00 AM,2024,September,Monday,2,246,12,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,LIV,24 ALIGHT 1 S C,RG,14.0,WHI,1160.0,STOLEN,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4221411259516,43.6563876024452,-8841232.30785783,5412420.44321273
36883,GO-20249046579,THEFT UNDER - BICYCLE,2024-09-01 05:00:00,2024,September,Sunday,1,245,14,9/2/2024 5:00:00 AM,2024,September,Monday,2,246,21,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,,MT,21.0,BLU,800.0,STOLEN,057,Broadview North (57),057,Broadview North (57),-79.3509973180635,43.6952934011508,-8833312.61537817,5418408.58515798
36884,GO-20249046577,THEFT UNDER,2024-09-02 05:00:00,2024,September,Monday,2,246,21,9/2/2024 5:00:00 AM,2024,September,Monday,2,246,22,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,E SCOOTER,EL,30.0,BLK,800.0,STOLEN,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2679823873059,43.7066321151512,-8824071.43553101,5420154.50148405
36886,GO-20241923259,THEFT UNDER - BICYCLE,2024-09-01 05:00:00,2024,September,Sunday,1,245,21,9/2/2024 5:00:00 AM,2024,September,Monday,2,246,12,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TREK,6000,RG,27.0,WHI,300.0,STOLEN,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4221411259516,43.6563876024452,-8841232.30785783,5412420.44321273
36887,GO-20241920525,THEFT FROM MOTOR VEHICLE OVER,2024-09-01 05:00:00,2024,September,Sunday,1,245,23,9/2/2024 5:00:00 AM,2024,September,Monday,2,246,0,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,FINDI,,RG,3.0,WHI,2000.0,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3957000369495,43.652255791723,-8838288.89929433,5411784.72831966
36890,GO-20249046746,THEFT UNDER - BICYCLE,2024-09-03 05:00:00,2024,September,Tuesday,3,247,19,9/3/2024 5:00:00 AM,2024,September,Tuesday,3,247,19,D51,Pharmacy,Other,UK,CITIBIKE,RG,,,500.0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3721579501152,43.6491340882377,-8835668.20615728,5411304.45602154
36891,GO-20249046747,THEFT UNDER,2024-09-02 05:00:00,2024,September,Monday,2,246,2,9/3/2024 5:00:00 AM,2024,September,Tuesday,3,247,19,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,,RG,1.0,ONG,0.0,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3976305344321,43.6449446840483,-8838503.80123735,5410659.95794128
36892,GO-20249046692,THEFT UNDER - BICYCLE,2024-09-01 05:00:00,2024,September,Sunday,1,245,0,9/3/2024 5:00:00 AM,2024,September,Tuesday,3,247,16,D55,"Apartment (Rooming House, Condo)",Apartment,SU,,MT,,RED,0.0,STOLEN,062,East End-Danforth (62),062,East End-Danforth (62),-79.3015948513862,43.6876899246894,-8827813.1579078,5417237.99947339
36893,GO-20249046700,THEFT UNDER - BICYCLE,2024-09-01 05:00:00,2024,September,Sunday,1,245,0,9/3/2024 5:00:00 AM,2024,September,Tuesday,3,247,17,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SP,RIDGERUNNER SPO,RG,18.0,BLK,300.0,STOLEN,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.4979245026433,43.6395088758577,-8849668.47479606,5409823.78001046
36894,GO-20249046727,THEFT UNDER,2024-09-03 05:00:00,2024,September,Tuesday,3,247,18,9/3/2024 5:00:00 AM,2024,September,Tuesday,3,247,18,D52,Convenience Stores,Commercial,OT,PBSC,OT,20.0,,0.0,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3888627470576,43.6681955076369,-8837527.77565312,5414237.4333838
36895,GO-20249046691,THEFT FROM MOTOR VEHICLE UNDER,2024-09-02 05:00:00,2024,September,Monday,2,246,21,9/3/2024 5:00:00 AM,2024,September,Tuesday,3,247,16,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,,SC,30.0,,500.0,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3983260357608,43.6539415940946,-8838581.22416583,5412044.09833249
36896,GO-20249046714,THEFT UNDER - BICYCLE,2024-09-01 05:00:00,2024,September,Sunday,1,245,12,9/3/2024 5:00:00 AM,2024,September,Tuesday,3,247,17,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,UK,VERZA SPEED 40,RG,28.0,GRY,979.0,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3739972478135,43.6185535548795,-8835872.95587405,5406600.97856478
36897,GO-20241931076,THEFT OVER - BICYCLE,2024-09-03 05:00:00,2024,September,Tuesday,3,247,13,9/3/2024 5:00:00 AM,2024,September,Tuesday,3,247,13,D41,"Apartment (Rooming House, Condo)",Apartment,UNKNOWN MAKE,CITY SPACE,EL,21.0,BLK,1400.0,RECOVERED,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.2787826595215,43.6748051488664,-8825273.7164218,5415254.67515971
36898,GO-20249046718,THEFT UNDER - BICYCLE,2024-09-03 05:00:00,2024,September,Tuesday,3,247,16,9/3/2024 5:00:00 AM,2024,September,Tuesday,3,247,18,D14,Pharmacy,Other,OT,JAMIS,RG,24.0,BLK,600.0,STOLEN,085,South Parkdale (85),085,South Parkdale (85),-79.4303299232221,43.6339589778251,-8842143.88057008,5408970.12991993
36899,GO-20249046718,THEFT UNDER - BICYCLE,2024-09-03 05:00:00,2024,September,Tuesday,3,247,16,9/3/2024 5:00:00 AM,2024,September,Tuesday,3,247,18,D14,Pharmacy,Other,OT,JAMIS,RG,24.0,BLK,600.0,STOLEN,085,South Parkdale (85),085,South Parkdale (85),-79.4303299232221,43.6339589778251,-8842143.88057008,5408970.12991993
36900,GO-20249046608,THEFT UNDER - BICYCLE,2024-09-03 05:00:00,2024,September,Tuesday,3,247,11,9/3/2024 5:00:00 AM,2024,September,Tuesday,3,247,11,D11,"Apartment (Rooming House, Condo)",Apartment,MA,MUIRWOODS,RG,,BLK,1149.0,STOLEN,088,High Park North (88),088,High Park North (88),-79.4705938197277,43.6539129424022,-8846626.03708147,5412039.69000212
36902,GO-20241931076,THEFT OVER - BICYCLE,2024-09-03 05:00:00,2024,September,Tuesday,3,247,13,9/3/2024 5:00:00 AM,2024,September,Tuesday,3,247,13,D41,"Apartment (Rooming House, Condo)",Apartment,UNKNOWN MAKE,,EL,1.0,,1699.0,STOLEN,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.2787826595215,43.6748051488664,-8825273.7164218,5415254.67515971
36904,GO-20241940259,THEFT UNDER - BICYCLE,2024-09-04 05:00:00,2024,September,Wednesday,4,248,10,9/4/2024 5:00:00 AM,2024,September,Wednesday,4,248,15,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TREK,VERSA 2,RG,18.0,RED,1200.0,STOLEN,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.4427249190965,43.6583537117001,-8843523.68521318,5412722.9616905
36907,GO-20249046889,THEFT UNDER - BICYCLE,2024-09-02 05:00:00,2024,September,Monday,2,246,4,9/4/2024 5:00:00 AM,2024,September,Wednesday,4,248,16,D51,"Apartment (Rooming House, Condo)",Apartment,CC,CCM VECTOR ROAD,RG,21.0,PLE,649.989990234375,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3749262530438,43.6643246034283,-8835976.3722376,5413641.74255779
36909,GO-20249046954,THEFT UNDER - BICYCLE,2024-09-04 05:00:00,2024,September,Wednesday,4,248,19,9/4/2024 5:00:00 AM,2024,September,Wednesday,4,248,21,D51,Pharmacy,Other,UK,,RG,20.0,BLK,1200.0,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3562585619376,43.6515964907001,-8833898.29438119,5411683.29317477
36910,GO-20249046936,THEFT UNDER,2024-09-04 05:00:00,2024,September,Wednesday,4,248,7,9/4/2024 5:00:00 AM,2024,September,Wednesday,4,248,17,D53,Schools During Un-Supervised Activity,Educational,DB,DIAMONDBACK EXP,MT,24.0,BLU,674.989990234375,STOLEN,099,Mount Pleasant East (99),099,Mount Pleasant East (99),-79.3911884545533,43.7111331085345,-8837786.67228341,5420847.64862222
36911,GO-20249046963,THEFT UNDER - BICYCLE,2024-09-04 05:00:00,2024,September,Wednesday,4,248,15,9/4/2024 5:00:00 AM,2024,September,Wednesday,4,248,21,D52,Pharmacy,Other,SU,1800 HARDTAIL,MT,,BLK,100.0,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3854400468752,43.6647392038429,-8837146.76243198,5413705.54337494
36912,GO-20249046887,THEFT OF EBIKE UNDER $5000,2024-09-02 05:00:00,2024,September,Monday,2,246,16,9/4/2024 5:00:00 AM,2024,September,Wednesday,4,248,16,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,G30P MAX ADULT,SC,30.0,BLK,0.0,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3852459475489,43.6665660056697,-8837125.15543014,5413986.66579459
36913,GO-20249046904,THEFT UNDER,2024-09-04 05:00:00,2024,September,Wednesday,4,248,15,9/4/2024 5:00:00 AM,2024,September,Wednesday,4,248,17,D43,"Private Property Structure (Pool, Shed, Detached Garage)",Other,NO,,MT,10.0,BLK,1000.0,STOLEN,140,Guildwood (140),140,Guildwood (140),-79.1895175975311,43.7520616001571,-8815336.77517433,5427152.97264513
36914,GO-20241937410,THEFT UNDER - BICYCLE,2024-09-01 05:00:00,2024,September,Sunday,1,245,18,9/4/2024 5:00:00 AM,2024,September,Wednesday,4,248,12,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,TX60,OT,12.0,BLKRED,1200.0,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4464539206252,43.6667239228586,-8843938.79581699,5414010.96768558
36915,GO-20249046898,THEFT UNDER - BICYCLE,2024-09-02 05:00:00,2024,September,Monday,2,246,21,9/4/2024 5:00:00 AM,2024,September,Wednesday,4,248,16,D14,Pharmacy,Other,KO,KONA ROVE DL,RG,,YEL,700.0,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4207636264108,43.6493274938724,-8841078.96525926,5411334.2106939
36916,GO-20249046906,THEFT UNDER - BICYCLE,2024-09-04 05:00:00,2024,September,Wednesday,4,248,12,9/4/2024 5:00:00 AM,2024,September,Wednesday,4,248,17,D11,"Apartment (Rooming House, Condo)",Apartment,UK,,RG,,RED,400.0,STOLEN,088,High Park North (88),088,High Park North (88),-79.4524417158515,43.6563170122285,-8844605.35410736,5412409.58196022
36917,GO-20249046981,THEFT UNDER,2024-09-04 05:00:00,2024,September,Wednesday,4,248,20,9/4/2024 5:00:00 AM,2024,September,Wednesday,4,248,21,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,NAVEE V40,EL,40.0,BLK,549.0,STOLEN,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.4370618209781,43.6552164056345,-8842893.27202751,5412240.24008301
36919,GO-20249047112,THEFT UNDER - BICYCLE,2024-09-05 05:00:00,2024,September,Thursday,5,249,3,9/5/2024 5:00:00 AM,2024,September,Thursday,5,249,14,D14,Nursing Home,Other,GI,GIANT BOULDER,RG,,BLU,1000.0,STOLEN,163,Fort York-Liberty Village (163),082,Niagara (82),-79.4195534268142,43.6385122809916,-8840944.24652282,5409670.48428399
36920,GO-20249047193,THEFT UNDER,2024-09-05 05:00:00,2024,September,Thursday,5,249,19,9/5/2024 5:00:00 AM,2024,September,Thursday,5,249,20,D14,"Apartment (Rooming House, Condo)",Apartment,NO,STORM,MT,21.0,BLK,915.299987792969,STOLEN,163,Fort York-Liberty Village (163),082,Niagara (82),-79.4139616286781,43.6386707802279,-8840321.77041684,5409694.864348
36921,GO-20249047137,THEFT UNDER - BICYCLE,2024-09-05 05:00:00,2024,September,Thursday,5,249,10,9/5/2024 5:00:00 AM,2024,September,Thursday,5,249,15,D41,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,GI,TALON 1,MT,10.0,BLK,1200.0,STOLEN,138,Eglinton East (138),138,Eglinton East (138),-79.2488318419445,43.7378777805222,-8821939.6066132,5424967.36688799
36922,GO-20249047189,THEFT UNDER,2024-09-05 05:00:00,2024,September,Thursday,5,249,16,9/5/2024 5:00:00 AM,2024,September,Thursday,5,249,20,D14,"Open Areas (Lakes, Parks, Rivers)",Outside,UK,MOBILITY SCOOTE,SC,8.0,RED,2500.0,STOLEN,085,South Parkdale (85),085,South Parkdale (85),-79.4281166239598,43.6359764797773,-8841897.49725243,5409280.44015338
36924,GO-20249047065,THEFT UNDER,2024-09-05 05:00:00,2024,September,Thursday,5,249,12,9/5/2024 5:00:00 AM,2024,September,Thursday,5,249,18,D51,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,OT,,EL,10.0,BLK,2000.0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3766566481052,43.6529694920731,-8836168.99892787,5411894.534145
36925,GO-20249047123,THEFT UNDER,2024-09-05 05:00:00,2024,September,Thursday,5,249,14,9/5/2024 5:00:00 AM,2024,September,Thursday,5,249,19,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,"SC 26"""" 1800 NBK",MT,,BLK,155.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3854456422606,43.6539008930046,-8837147.38526454,5412037.83617152
36927,GO-20249047064,THEFT UNDER - BICYCLE,2024-09-05 05:00:00,2024,September,Thursday,5,249,11,9/5/2024 5:00:00 AM,2024,September,Thursday,5,249,18,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,OT,LIBRA,EL,32.0,BLK,728.530029296875,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3814675429089,43.6429071820109,-8836704.54530953,5410346.52479714
36928,GO-20249047123,THEFT UNDER,2024-09-05 05:00:00,2024,September,Thursday,5,249,14,9/5/2024 5:00:00 AM,2024,September,Thursday,5,249,19,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,"SC 26"""" 1800 BK",RG,30.0,BLK,150.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3854456422606,43.6539008930046,-8837147.38526454,5412037.83617152
36929,GO-20241944415,THEFT OF EBIKE UNDER $5000,2024-09-05 05:00:00,2024,September,Thursday,5,249,4,9/5/2024 5:00:00 AM,2024,September,Thursday,5,249,5,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,,EL,1.0,GRN,1300.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3840898413032,43.6463747854784,-8836996.4581876,5410879.95968366
36930,GO-20241949032,THEFT UNDER - BICYCLE,2024-09-05 05:00:00,2024,September,Thursday,5,249,14,9/5/2024 5:00:00 AM,2024,September,Thursday,5,249,16,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GT,,RG,15.0,BLU,700.0,STOLEN,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5569095864054,43.6101506050342,-8856234.66420002,5405308.97126293
36931,GO-20249047438,THEFT UNDER - BICYCLE,2024-09-06 05:00:00,2024,September,Friday,6,250,14,9/6/2024 5:00:00 AM,2024,September,Friday,6,250,18,D51,Universities / Colleges,Educational,OT,,RG,,GRY,3999.0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3795628472736,43.6562871953909,-8836492.5155207,5412404.99420423
36932,GO-20249047236,THEFT UNDER - BICYCLE,2024-09-03 05:00:00,2024,September,Tuesday,3,247,14,9/6/2024 5:00:00 AM,2024,September,Friday,6,250,14,D55,Pharmacy,Other,UK,FELT,RC,21.0,BLU,1000.0,STOLEN,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),-79.3192714254818,43.6728882948523,-8829780.90512445,5414959.65456749
36933,GO-20249047262,THEFT UNDER,2024-09-06 05:00:00,2024,September,Friday,6,250,0,9/6/2024 5:00:00 AM,2024,September,Friday,6,250,10,D52,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MA,FAIRFAX 1,RG,21.0,BLU,905.809997558594,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3940939381367,43.6526048919613,-8838110.10917149,5411838.43869834
36934,GO-20249047370,THEFT UNDER,2024-09-06 05:00:00,2024,September,Friday,6,250,13,9/6/2024 5:00:00 AM,2024,September,Friday,6,250,16,D51,Convenience Stores,Commercial,UK,BIG WHEEL,SC,24.0,BLK,200.0,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3797337493324,43.662805301909,-8836511.54024431,5413407.94890076
36935,GO-20249047227,THEFT UNDER - BICYCLE,2024-09-05 05:00:00,2024,September,Thursday,5,249,20,9/6/2024 5:00:00 AM,2024,September,Friday,6,250,13,D31,Pharmacy,Other,OT,HYPER,OT,,BLK,600.0,STOLEN,024,Black Creek (24),024,Black Creek (24),-79.5180928122796,43.7589487863439,-8851913.6006841,5428214.41619617
36937,GO-20241954816,B&E,2024-09-02 05:00:00,2024,September,Monday,2,246,12,9/6/2024 5:00:00 AM,2024,September,Friday,6,250,13,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,TREK,CROSS RIP 1,TO,18.0,SIL,1700.0,STOLEN,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),-79.3547262957657,43.6815661648695,-8833727.72331031,5416295.32988849
36938,GO-20249047311,THEFT UNDER,2024-09-04 05:00:00,2024,September,Wednesday,4,248,0,9/6/2024 5:00:00 AM,2024,September,Friday,6,250,12,D55,"Apartment (Rooming House, Condo)",Apartment,RA,,RG,10.0,,50.0,STOLEN,063,The Beaches (63),063,The Beaches (63),-79.30483843472,43.6662874054584,-8828174.23202703,5413943.79196522
36939,GO-20241954816,B&E,2024-09-02 05:00:00,2024,September,Monday,2,246,12,9/6/2024 5:00:00 AM,2024,September,Friday,6,250,13,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,TREK,FX3,RG,10.0,BLK,1500.0,STOLEN,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),-79.3547262957657,43.6815661648695,-8833727.72331031,5416295.32988849
36940,GO-20249047431,THEFT UNDER - BICYCLE,2024-09-07 05:00:00,2024,September,Saturday,7,251,10,9/7/2024 5:00:00 AM,2024,September,Saturday,7,251,10,D14,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,UK,BIKESHARE TORON,RG,,,250.0,STOLEN,079,University (79),079,University (79),-79.4071651337457,43.6584088003112,-8839565.18805426,5412731.43803128
36941,GO-20241960123,THEFT UNDER - BICYCLE,2024-09-07 05:00:00,2024,September,Saturday,7,251,2,9/7/2024 5:00:00 AM,2024,September,Saturday,7,251,10,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UNKNOWN MAKE,,OT,5.0,BLKONG,,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4022536332544,43.65202349237,-8839018.44226391,5411748.98824354
36942,GO-20241965405,THEFT UNDER - BICYCLE,2024-09-07 05:00:00,2024,September,Saturday,7,251,19,9/7/2024 5:00:00 AM,2024,September,Saturday,7,251,20,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,,MT,0.0,BLU,1300.0,STOLEN,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.459670585384,43.6935992721313,-8845410.06812345,5418147.75434081
36943,GO-20249047610,THEFT UNDER - BICYCLE,2024-09-04 05:00:00,2024,September,Wednesday,4,248,9,9/7/2024 5:00:00 AM,2024,September,Saturday,7,251,21,D13,Ttc Subway Station,Transit,OT,CHEROKEE,MT,21.0,RED,500.0,STOLEN,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4405489702754,43.709687957923,-8843281.45967851,5420625.09160142
