OBJECTID,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
37122,GO-20249051402,THEFT UNDER - BICYCLE,2024-09-24 05:00:00,2024,September,Tuesday,24,268,18,9/24/2024 5:00:00 AM,2024,September,Tuesday,24,268,22,D14,Pharmacy,Other,OT,,RG,,BLK,450.0,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.4006233331241,43.6388386780797,-8838836.95809807,5409720.69022139
37123,GO-20249051126,THEFT UNDER - BICYCLE,2024-09-17 05:00:00,2024,September,Tuesday,17,261,19,9/24/2024 5:00:00 AM,2024,September,Tuesday,24,268,9,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,CA,QUICK 4 9SP DEO,OT,4.0,TRQ,1000.0,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3387244797894,43.6546266061262,-8831946.40930142,5412149.49331857
37124,GO-20249051195,THEFT UNDER - BICYCLE,2024-09-24 05:00:00,2024,September,Tuesday,24,268,0,9/24/2024 5:00:00 AM,2024,September,Tuesday,24,268,14,D22,"Apartment (Rooming House, Condo)",Apartment,GI,GIANT XR ROAM,RG,,WHI,1150.0,STOLEN,012,Markland Wood (12),012,Markland Wood (12),-79.5798169974434,43.629282631026,-8858784.70552793,5408250.90509833
37125,GO-20249051216,THEFT UNDER,2024-09-23 05:00:00,2024,September,Monday,23,267,4,9/24/2024 5:00:00 AM,2024,September,Tuesday,24,268,14,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,LEO,EL,30.0,GRN,4500.0,STOLEN,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4220365274655,43.662772609222,-8841220.66395041,5413402.91808908
37126,GO-20249051654,THEFT UNDER - BICYCLE,2024-09-20 05:00:00,2024,September,Friday,20,264,23,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,19,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GT,GT,RG,21.0,BLU,550.0,STOLEN,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.3701224966335,43.6992729733082,-8835441.62056578,5419021.31543065
37127,GO-20249051604,THEFT UNDER,2024-09-25 05:00:00,2024,September,Wednesday,25,269,13,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,16,D52,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,OT,S2 PRO,SC,32.0,BLK,1000.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.382088246527,43.659098198202,-8836773.64176274,5412837.51573632
37128,GO-20249051548,THEFT UNDER - BICYCLE,2024-09-22 05:00:00,2024,September,Sunday,22,266,11,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,13,D55,"Apartment (Rooming House, Condo)",Apartment,UK,SCOTTIE,SC,1.0,PLE,500.0,STOLEN,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.3341700284997,43.7149876627553,-8831439.41002394,5421441.28623215
37129,GO-20249051490,THEFT UNDER - BICYCLE,2024-09-25 05:00:00,2024,September,Wednesday,25,269,9,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,14,D31,Ttc Subway Station,Transit,UK,,SC,,BLK,500.0,STOLEN,027,York University Heights (27),027,York University Heights (27),-79.4910422999373,43.7634971560737,-8848902.35146256,5428915.47165911
37130,GO-20249051474,THEFT UNDER,2024-09-25 05:00:00,2024,September,Wednesday,25,269,9,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,11,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,NINEBOT,SC,30.0,BLK,1000.0,STOLEN,094,Wychwood (94),094,Wychwood (94),-79.4300796237215,43.680723910691,-8842116.01741285,5416165.68386494
37131,GO-20249051678,THEFT UNDER - BICYCLE,2024-09-25 05:00:00,2024,September,Wednesday,25,269,15,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,22,D51,Pharmacy,Other,RA,AIRLITE AL200,RG,,SIL,250.0,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3798481499157,43.6647839038876,-8836524.27530538,5413712.42205453
37132,GO-20249051659,THEFT UNDER,2024-09-25 05:00:00,2024,September,Wednesday,25,269,15,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,20,D31,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,UK,3.0,SC,27.0,BLK,525.0,STOLEN,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.4825858453728,43.7290717480449,-8847960.98319805,5423610.69266123
37133,GO-20249051445,THEFT UNDER - BICYCLE,2024-09-25 05:00:00,2024,September,Wednesday,25,269,9,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,11,D11,Pharmacy,Other,OT,SPECIALIZED,MT,,RED,600.0,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4464539206252,43.6667239228586,-8843938.79581699,5414010.96768558
37135,GO-20249051410,THEFT UNDER,2024-09-24 05:00:00,2024,September,Tuesday,24,268,20,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,8,D14,Convenience Stores,Commercial,PR,,MT,20.0,BLU,350.0,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.4014108328617,43.6477172872914,-8838924.62219707,5411086.49026821
37136,GO-20249051445,THEFT UNDER - BICYCLE,2024-09-25 05:00:00,2024,September,Wednesday,25,269,9,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,11,D11,Pharmacy,Other,OT,SPECIALIZED,MT,,RED,600.0,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4464539206252,43.6667239228586,-8843938.79581699,5414010.96768558
37137,GO-20242100957,B&E,2024-09-25 05:00:00,2024,September,Wednesday,25,269,5,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,5,D32,"Apartment (Rooming House, Condo)",Apartment,TR,CHECKPOINT SL5,OT,,GRY,4200.0,STOLEN,153,Avondale (153),051,Willowdale East (51),-79.4093504075299,43.7603403880244,-8839808.45164319,5428428.90280277
37138,GO-20249051686,THEFT UNDER - BICYCLE,2024-09-24 05:00:00,2024,September,Tuesday,24,268,15,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,21,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,TR,TREK XCALIBER 9,MT,,GRN,2500.0,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3714386505948,43.6494287885324,-8835588.13415887,5411349.79452756
37139,GO-20249051556,THEFT UNDER,2024-09-25 05:00:00,2024,September,Wednesday,25,269,13,9/25/2024 5:00:00 AM,2024,September,Wednesday,25,269,14,D51,Universities / Colleges,Educational,SU,MOUNTAIN,MT,10.0,BLU,300.0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3801621473433,43.6576948967987,-8836559.22929152,5412621.5910243
37140,GO-20249051855,THEFT UNDER,2024-09-25 05:00:00,2024,September,Wednesday,25,269,16,9/26/2024 5:00:00 AM,2024,September,Thursday,26,270,17,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,,EL,25.0,BLK,0.0,STOLEN,116,Steeles (116),116,Steeles (116),-79.3325944186481,43.8137073441274,-8831264.01403238,5436658.08050067
37141,GO-20242109757,THEFT UNDER - BICYCLE,2024-09-23 05:00:00,2024,September,Monday,23,267,17,9/26/2024 5:00:00 AM,2024,September,Thursday,26,270,8,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,JATSEN,EL,21.0,BLK,300.0,STOLEN,088,High Park North (88),088,High Park North (88),-79.4536590166789,43.6599321190901,-8844740.86343482,5412965.83283041
37142,GO-20249051916,THEFT UNDER - BICYCLE,2024-09-26 05:00:00,2024,September,Thursday,26,270,8,9/26/2024 5:00:00 AM,2024,September,Thursday,26,270,22,D31,Ttc Subway Station,Transit,,NAKAMURA,RG,,BLK,300.0,STOLEN,027,York University Heights (27),027,York University Heights (27),-79.4910422999373,43.7634971560737,-8848902.35146256,5428915.47165911
37143,GO-20249051759,THEFT UNDER - BICYCLE,2024-09-26 05:00:00,2024,September,Thursday,26,270,12,9/26/2024 5:00:00 AM,2024,September,Thursday,26,270,13,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,OT,,MT,,BRN,0.0,STOLEN,072,Regent Park (72),072,Regent Park (72),-79.3592818612672,43.65770629681,-8834234.84648639,5412623.34511212
37144,GO-20249051879,THEFT UNDER,2024-09-25 05:00:00,2024,September,Wednesday,25,269,22,9/26/2024 5:00:00 AM,2024,September,Thursday,26,270,19,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,FX 2,RG,12.0,RED,1300.0,STOLEN,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.3846230509524,43.6718093111782,-8837055.81485328,5414793.59363982
37145,GO-20249051997,THEFT UNDER - BICYCLE,2024-09-26 05:00:00,2024,September,Thursday,26,270,21,9/27/2024 5:00:00 AM,2024,September,Friday,27,271,13,D51,Universities / Colleges,Educational,UK,,RC,16.0,BLK,400.0,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3698427522879,43.6518898909935,-8835410.47949483,5411728.43337757
37146,GO-20249051973,THEFT UNDER - BICYCLE,2024-09-27 05:00:00,2024,September,Friday,27,271,12,9/27/2024 5:00:00 AM,2024,September,Friday,27,271,12,D53,"Apartment (Rooming House, Condo)",Apartment,KH,TIKA,RG,,LBL,800.0,STOLEN,095,Annex (95),095,Annex (95),-79.4003094411357,43.6687345107192,-8838802.01580046,5414320.38322029
37147,GO-20249051961,THEFT UNDER,2024-09-25 05:00:00,2024,September,Wednesday,25,269,16,9/27/2024 5:00:00 AM,2024,September,Friday,27,271,11,D13,"Apartment (Rooming House, Condo)",Apartment,UK,,RG,16.0,,400.0,STOLEN,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4543438288212,43.7123516554136,-8844817.09635796,5421035.31205262
37148,GO-20249051947,THEFT UNDER - BICYCLE,2024-09-27 05:00:00,2024,September,Friday,27,271,11,9/27/2024 5:00:00 AM,2024,September,Friday,27,271,11,D14,Pharmacy,Other,UK,TANGERINE BIKE,OT,1.0,ONG,1500.0,STOLEN,162,West Queen West (162),082,Niagara (82),-79.402682032438,43.6439187839166,-8839066.13142245,5410502.14029502
37149,GO-20249051931,THEFT UNDER - BICYCLE,2024-09-24 05:00:00,2024,September,Tuesday,24,268,0,9/27/2024 5:00:00 AM,2024,September,Friday,27,271,10,D11,"Apartment (Rooming House, Condo)",Apartment,KH,URBAN SOUL,RG,10.0,DGR,549.0,STOLEN,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.4513438162175,43.645865299306,-8844483.13643842,5410801.5815365
37150,GO-20242118692,THEFT UNDER - BICYCLE,2024-09-26 05:00:00,2024,September,Thursday,26,270,16,9/27/2024 5:00:00 AM,2024,September,Friday,27,271,10,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,DECACHLON,FOLD120,FO,1.0,BLU,440.0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3749444499711,43.6551427942465,-8835978.39791837,5412228.91407497
37151,GO-20242118331,THEFT UNDER,2024-09-26 05:00:00,2024,September,Thursday,26,270,21,9/27/2024 5:00:00 AM,2024,September,Friday,27,271,10,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,ET CYCLE,EL,10.0,BLK,,STOLEN,072,Regent Park (72),072,Regent Park (72),-79.3617828608813,43.6603625994663,-8834513.25653286,5413032.07234744
37152,GO-20249051991,THEFT UNDER,2024-09-27 05:00:00,2024,September,Friday,27,271,6,9/27/2024 5:00:00 AM,2024,September,Friday,27,271,13,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,UK,,RG,10.0,,700.0,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.441728719496,43.6585561115702,-8843412.78873645,5412754.10483383
37153,GO-20249052098,THEFT UNDER - BICYCLE,2024-09-25 05:00:00,2024,September,Wednesday,25,269,4,9/27/2024 5:00:00 AM,2024,September,Friday,27,271,21,D11,"Apartment (Rooming House, Condo)",Apartment,GI,CONTEND AR 2,TO,20.0,GRY,2000.0,STOLEN,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),-79.4835808175359,43.665601956761,-8848071.74308576,5413838.30941272
37154,GO-20249052040,THEFT UNDER - BICYCLE,2024-09-27 05:00:00,2024,September,Friday,27,271,17,9/27/2024 5:00:00 AM,2024,September,Friday,27,271,17,D14,Pharmacy,Other,UK,TORONTO CITY BI,RG,,BLK,0.0,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4226852257703,43.649385793988,-8841292.87679276,5411343.17991427
37155,GO-20242118414,THEFT OF MOTOR VEHICLE,2024-09-26 05:00:00,2024,September,Thursday,26,270,14,9/27/2024 5:00:00 AM,2024,September,Friday,27,271,10,D43,"Apartment (Rooming House, Condo)",Apartment,JASION EB7,EB7 2.0,OT,1.0,BLK,1200.0,STOLEN,139,Scarborough Village (139),139,Scarborough Village (139),-79.2117627872449,43.7437592891871,-8817813.09828641,5425873.59435461
37156,GO-20249052010,THEFT UNDER - BICYCLE,2024-09-25 05:00:00,2024,September,Wednesday,25,269,4,9/27/2024 5:00:00 AM,2024,September,Friday,27,271,15,D11,"Apartment (Rooming House, Condo)",Apartment,CA,TRAIL 8,MT,7.0,BLK,750.0,STOLEN,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),-79.4835808175359,43.665601956761,-8848071.74308576,5413838.30941272
37157,GO-20249052159,THEFT UNDER - BICYCLE,2024-09-08 05:00:00,2024,September,Sunday,8,252,20,9/28/2024 5:00:00 AM,2024,September,Saturday,28,272,13,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,NO,NORCO XFR4,RG,21.0,BLK,2000.0,STOLEN,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.3999250455253,43.7028307122522,-8838759.2251448,5419569.13097725
37158,GO-20249052229,THEFT UNDER,2024-09-27 05:00:00,2024,September,Friday,27,271,18,9/28/2024 5:00:00 AM,2024,September,Saturday,28,272,18,D41,"Apartment (Rooming House, Condo)",Apartment,OT,UQI+,EL,1.0,,2900.0,STOLEN,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3067535664125,43.7346540393633,-8828387.42343475,5424470.68790335
37159,GO-20249052148,THEFT UNDER - BICYCLE,2024-09-14 05:00:00,2024,September,Saturday,14,258,8,9/28/2024 5:00:00 AM,2024,September,Saturday,28,272,12,D14,"Apartment (Rooming House, Condo)",Apartment,SU,KROSSROADS HYBR,OT,,GRY,499.989990234375,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3988660337099,43.6381255772293,-8838641.33646822,5409611.0023598
37160,GO-20249052381,THEFT UNDER - BICYCLE,2024-09-29 05:00:00,2024,September,Sunday,29,273,13,9/29/2024 5:00:00 AM,2024,September,Sunday,29,273,18,D52,Pharmacy,Other,IN,BOSS THREE,RG,7.0,BLK,500.0,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3806785434349,43.6409998798805,-8836616.7142313,5410053.13022092
37161,GO-20249052395,THEFT UNDER,2024-09-29 05:00:00,2024,September,Sunday,29,273,4,9/29/2024 5:00:00 AM,2024,September,Sunday,29,273,19,D14,"Apartment (Rooming House, Condo)",Apartment,OT,50 CC GAS SCOOT,SC,50.0,BLK,2500.0,STOLEN,163,Fort York-Liberty Village (163),082,Niagara (82),-79.401919632692,43.6358644751625,-8838981.26155399,5409263.2124883
37162,GO-20249052403,THEFT UNDER - BICYCLE,2024-09-29 05:00:00,2024,September,Sunday,29,273,18,9/29/2024 5:00:00 AM,2024,September,Sunday,29,273,20,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,NINEBOT MAX G30,SC,30.0,GRY,899.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3837284444395,43.6557204948242,-8836956.22765758,5412317.80003956
37163,GO-20242133902,THEFT OF EBIKE UNDER $5000,2024-09-10 05:00:00,2024,September,Tuesday,10,254,5,9/29/2024 5:00:00 AM,2024,September,Sunday,29,273,9,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GYROCOPTERS,FURY,OT,25.0,BLKRED,800.0,STOLEN,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2542411407459,43.7766362676131,-8822541.76702343,5430940.94632307
37164,GO-20249052406,THEFT UNDER - BICYCLE,2024-09-29 05:00:00,2024,September,Sunday,29,273,14,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,0,D14,"Apartment (Rooming House, Condo)",Apartment,UK,SPECIALIZED,MT,,BLK,0.0,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.4000691333089,43.6444407835676,-8838775.26483628,5410582.44097329
37166,GO-20249052414,THEFT UNDER,2024-09-30 05:00:00,2024,September,Monday,30,274,7,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,8,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,UK,NON-ELECTRIC,OT,1.0,ONG,1200.0,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3743374529688,43.6629221020259,-8835910.82732142,5413425.92215304
37167,GO-20242142985,THEFT UNDER,2024-09-30 05:00:00,2024,September,Monday,30,274,2,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,15,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,UNKN,OT,1.0,BLK,2000.0,STOLEN,062,East End-Danforth (62),062,East End-Danforth (62),-79.3070279425797,43.6777362226092,-8828417.96694268,5415705.81130125
37168,GO-20249052513,THEFT UNDER,2024-09-30 05:00:00,2024,September,Monday,30,274,13,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,15,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,SPECIALIZED,RG,4.0,DGR,300.0,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3867607489655,43.6702328098251,-8837293.78230611,5414550.96777431
37169,GO-20249052631,THEFT UNDER,2024-09-30 05:00:00,2024,September,Monday,30,274,15,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,22,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,NINEBOT KICKSCO,EL,30.0,GRY,999.989990234375,STOLEN,066,Danforth (66),066,Danforth (66),-79.3323683217058,43.6814761966161,-8831238.84502946,5416281.48125545
37170,GO-20249052627,THEFT UNDER - BICYCLE,2024-09-30 05:00:00,2024,September,Monday,30,274,19,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,23,D32,Bar / Restaurant,Commercial,OT,GHOST KATO FS 2,MT,,BLK,2500.0,STOLEN,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.4109200014448,43.761515587777,-8839983.1779367,5428610.03941158
37171,GO-20249052609,THEFT UNDER,2024-09-30 05:00:00,2024,September,Monday,30,274,18,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,20,D14,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,UK,KQI3 PRO,SC,30.0,,1500.0,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4159221280246,43.6471805907352,-8840540.01216722,5411003.92437103
37172,GO-20249052585,THEFT UNDER - BICYCLE,2024-09-30 05:00:00,2024,September,Monday,30,274,11,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,18,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,NO,NORCO,OT,,BLU,500.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3786930451071,43.6510480901517,-8836395.68960496,5411598.92112679
37173,GO-20242146508,THEFT UNDER - BICYCLE,2024-09-30 05:00:00,2024,September,Monday,30,274,20,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,21,D52,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,OTHER,EVO HYBRID,MT,24.0,BLUGRN,250.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3860014435204,43.6552361943399,-8837209.25686016,5412243.28468471
37174,GO-20249052622,THEFT UNDER - BICYCLE,2024-09-30 05:00:00,2024,September,Monday,30,274,22,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,22,D51,Bar / Restaurant,Commercial,UK,,RG,,,1200.0,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3680433576789,43.6644642035679,-8835210.17187101,5413663.22498903
37175,GO-20249052405,THEFT UNDER - BICYCLE,2024-09-29 05:00:00,2024,September,Sunday,29,273,17,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,0,D51,Pharmacy,Other,KO,2016 PRIVATE JA,OT,10.0,BLK,2000.0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3778617503685,43.6621694012731,-8836303.15026886,5413310.09669654
37176,GO-20242142612,THEFT UNDER,2024-09-28 05:00:00,2024,September,Saturday,28,272,23,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,14,D14,"Open Areas (Lakes, Parks, Rivers)",Outside,UK,S2,SC,30.0,BLK,550.0,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4139656286768,43.6451995878765,-8840322.21569481,5410699.17109866
37177,GO-20242146623,B&E,2024-09-30 05:00:00,2024,September,Monday,30,274,2,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,22,D32,"Apartment (Rooming House, Condo)",Apartment,ZZZ,,TO,5.0,BLUBLK,400.0,STOLEN,035,Westminster-Branson (35),035,Westminster-Branson (35),-79.4425973987847,43.7723105803945,-8843509.48975172,5430274.06586626
37178,GO-20249052489,THEFT UNDER - BICYCLE,2024-09-29 05:00:00,2024,September,Sunday,29,273,23,9/30/2024 5:00:00 AM,2024,September,Monday,30,274,14,D14,"Apartment (Rooming House, Condo)",Apartment,TR,TREK 700 MULTIT,MT,,BLU,180.0,STOLEN,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4208890279304,43.6630198090866,-8841092.92494605,5413440.95739019
